inference.pb;com.easilydo.mail_2019-06-06;tensorflow;IMAGE;;
init_net.pb;com.synology.moments;tensorflow;IMAGE;;
init_net.pb;com.synology.moments.cn_262;tensorflow;IMAGE;;
inversion.tensorflow;com.alivecor.aliveecg_2019-05-24;tensorflow;IMAGE;input_dropout=input_ecg;output_inv_prob
jefetsvp_025.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
jefetsvp_025.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
jointpose106-model.tflite;com.iqiyi.i18n;tflite;IMAGE;;
jt_extended_model_regression.pb;com.joytunes.simplypiano;tensorflow;IMAGE;model/input;model/output
jt_extended_model_regression.pb;com.joytunes.simplypiano_2019-07-11;tensorflow;IMAGE;model/input;model/output
jt_extended_model_regression.pb;com.joytunes.simplypiano_2019-08-13;tensorflow;IMAGE;model/input;model/output
jt_old_model_regression.pb;com.joytunes.simplypiano;tensorflow;IMAGE;model/input;model/output
jt_old_model_regression.pb;com.joytunes.simplypiano_2019-07-11;tensorflow;IMAGE;model/input;model/output
jt_old_model_regression.pb;com.joytunes.simplypiano_2019-08-13;tensorflow;IMAGE;model/input;model/output
kaleidoscope_400x300_025.tflite;ai.fritz.heartbeat_2019-04-25;tflite;IMAGE;;
kws_weights.pb;com.idamob.tinkoff.android_2019-07-15;tensorflow;IMAGE;;
l8vcxbx2.pb;beauty.camera.photo.editor;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
l8vcxbx2.pb;com.Video_Mobile_VM.Barnamaj_Damj_Sowar;tensorflow;IMAGE;input_1;deprocess_stylized_image_1/mul
lang_model.tflite;com.wapoapp.wapa;tflite;IMAGE;;
lseq_compact_model_farm32.pb;com.google.android.tts_2019-05-29;tensorflow;IMAGE;;
lv2.pb;uk.tensorzoom_2018-01-18;tensorflow;IMAGE;input_shape:input;output
mirror_encrypted.pb;com.bitstrips.imoji_2019-07-10;tensorflow;IMAGE;;
mirror_encrypted.pb;com.bitstrips.imoji_2019-07-22;tensorflow;IMAGE;;
mobile-32-B-R-q.tflite;net.daum.android.dictionary_2004007;tflite;IMAGE;;
mobilenet_encoder.tflite;net.daum.android.dictionary_2004007;tflite;IMAGE;;
mobilenet_frozen.pb;com.app.chakras_opening;tensorflow;IMAGE;input_1;reshape_2/Reshape
mobilenet_frozen.pb;hien.newsvoicereader;tensorflow;IMAGE;input_1;reshape_2/Reshape
mobilenet_m27.pb;com.nhn.android.search;tensorflow;IMAGE;input;MobilenetV1/MobilenetV1/Conv2d_0/BatchNorm/batchnorm/sub/_81__cf__81
mobilenet_m27.pb;com.nhn.android.search_2019-09-18;tensorflow;IMAGE;input;MobilenetV1/MobilenetV1/Conv2d_0/BatchNorm/batchnorm/sub/_81__cf__81
